Unnamed: 0,trunk_Acc_X_StrRegVT,trunk_Acc_X_StrRegML,trunk_Acc_X_StrRegAP,trunk_Acc_X_StrRegRV,trunk_Acc_X_corrSAG,trunk_Acc_X_corrFRO,trunk_Acc_X_corrHOR,trunk_Acc_X_rmsSAG,trunk_Acc_X_rmsFRO,trunk_Acc_X_rmsHOR,trunk_Acc_X_rmsVTRV,trunk_Acc_X_rmsMLRV,trunk_Acc_X_rmsAPRV,trunk_Acc_X_SPARCVT,trunk_Acc_X_SPARCML,trunk_Acc_X_SPARCAP,trunk_Acc_X_SPARCRV,SUBJECT,CONDITION
0,0.990256662867044,0.9814376542905,0.956316355107205,0.988077563126814,0.104535456023252,0.0431112992150352,0.341648322959925,10.5995285724757,10.4150383363786,2.40340531426197,0.974175040858241,0.0915537123227858,0.206399872889405,-3.07164231676312,-10.4581167356567,-6.86654817440639,-3.05794123449575,subject_01,BnkL
1,0.975344677688775,0.930155536781961,0.951864534881262,0.975358910521379,0.0315839475655207,0.0866801179873597,0.19698572187386,10.4833635088174,10.2879695995662,2.38805817550087,0.973906929402109,0.0861682548623,0.209953148860744,-2.96752972339212,-11.1771509438791,-6.49217188842638,-3.07691068257881,subject_01,BnkL
2,0.981102622269974,0.913881674065982,0.972842048103786,0.98050786459675,0.138816468280948,0.0607597842585904,0.23192404330337,10.5623990973323,10.3618157845798,2.4547855487785,0.972844117857105,0.0901669932176093,0.21317653643149,-3.14257101881533,-9.91625677940065,-6.32524744749992,-3.11363391435143,subject_01,BnkL
3,0.983214713575308,0.809080991594175,0.956528494227248,0.983161685934266,0.0986568705755021,0.0301847795099121,0.2409299666057,10.5455684697706,10.3226941592761,2.52669629999249,0.971100778634235,0.0879332450467555,0.221880648438594,-3.17855874219263,-11.6795089555101,-6.21807401557406,-3.15090415109583,subject_01,BnkL
4,0.98461662374561,0.807712521002243,0.974923387327206,0.984376666891465,0.0569731107428015,-0.00932021896543006,0.237930359217917,10.5329833316053,10.3066008969577,2.51175709303412,0.971359316622656,0.0843811438217108,0.222128117485624,-3.15757832435144,-11.4908468160382,-5.92566247383731,-3.13486508050853,subject_01,BnkL
5,0.970895903972604,0.883835943638045,0.97432764317681,0.97591986441067,0.0826008237056601,0.0402523995617413,0.168957886052771,10.5289958503722,10.3016747672031,2.53542529203315,0.970800103017561,0.0870545324079506,0.22353672711285,-2.92255495228138,-11.1083079682142,-5.79216665515963,-2.89123093822679,subject_01,BnkL
6,1.00378323429448,0.961694944752825,0.97325109715677,1.00246423113207,0.0644309666922711,0.102226799001455,0.257757123909593,10.5524718680063,10.3190474050664,2.55650679182918,0.970434097593972,0.0861123881772221,0.225482413570081,-3.13403208110911,-10.3574707863984,-5.54063981595522,-3.10351061802317,subject_01,BnkL
7,0.995766246401792,0.934951564917603,0.982362219359729,0.993784112372307,0.0968802424099627,0.121108733601307,0.214942260014759,10.5392451150333,10.3141297260111,2.52406472285101,0.971119556651264,0.0865452106047115,0.222343727617487,-3.13039725604888,-10.896041523285,-5.59666087338545,-3.10019950645513,subject_01,BnkL
8,0.967784883788856,0.907796964524331,0.969841143755387,0.969858941586956,0.100960684283696,0.15192853845819,0.13606924757378,10.5385438665978,10.3252190172039,2.48666403661656,0.971984734500299,0.0879799283837718,0.217956895050305,-3.12498984138357,-11.0293864364683,-5.77422598267478,-3.09945262081762,subject_01,BnkL
9,0.988439326108549,0.964697184310516,0.965842389854168,0.986622462375631,0.055854922591686,0.108598158159471,0.163525029802656,10.4817180032754,10.2787616050126,2.40890801918716,0.973428003642244,0.0847421416083871,0.212736200870234,-3.1124172321277,-10.4300762630987,-5.8482781940203,-3.09231259857879,subject_01,BnkL
